INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER,lon,lat,demand_point,distance
Break and Enter - Business,10300 SCOTT RD,1,2020,20-14662,-122.88969650000001,49.1899333,59152188,3.0534342309440157
Break and Enter - Business,9900 138TH ST,1,2020,20-14907,-122.8393622,49.1824414,59151951,2.0967043617104077
Break and Enter - Residence,13300 104TH AVE,1,2020,20-426,-122.85366699999999,49.191512,59151929,0.9930947591364508
Break and Enter - Residence,12900 88TH AVE,1,2020,20-1215,-122.8653375,49.1625565,59152238,3.4609235286787485
Break and Enter - Residence,13200 OLD YALE RD,1,2020,20-1896,-122.85565190000001,49.1874245,59152203,2.2544006136361916
Break and Enter - Residence,12600 KING GEORGE BLVD,1,2020,20-3034,-122.87428390000001,49.2050413,59152964,3.879371574783815
Break and Enter - Residence,10800 CITY PKWY,1,2020,20-3771,-122.8487967,49.198902600000004,59151931,2.0450787718984555
Break and Enter - Residence,13200 104TH AVE,1,2020,20-3842,-122.856726,49.1914792,59151929,1.8116706684015216
Break and Enter - Residence,13200 105TH AVE,1,2020,20-4320,-122.8123885,49.1927388,59153361,1.0912010577437967
Break and Enter - Residence,12800 114A AVE,1,2020,20-4501,-122.86741809999998,49.2105494,59152965,0.5968323840110946
Break and Enter - Residence,10100 WHALLEY BLVD,1,2020,20-6603,-122.84326809999999,49.186138799999995,59151948,0.775525065572944
Break and Enter - Residence,10800 133A ST,1,2020,20-6634,-122.85227830000001,49.1833095,59152232,1.3887277756413918
Break and Enter - Residence,9400 135TH ST,1,2020,20-8323,-122.84841200000001,49.140869,59151975,4.718020274951157
Break and Enter - Residence,13300 105TH AVE,1,2020,20-9485,-122.85342390000001,49.19296129999999,59153386,1.0191628569839046
Break and Enter - Residence,13300 114TH AVE,1,2020,20-11035,-122.85370449999999,49.2097899,59152967,2.5242114476807895
Break and Enter - Residence,12600 112A AVE,1,2020,20-488,-122.8730477,49.2070199,59152964,2.3945599170060863
Break and Enter - Business,7500 156TH ST,1,2020,20-856,-122.7900875,49.074567,59153932,5.629889977900656
Break and Enter - Business,15900 96TH AVE,1,2020,20-1253,-122.78215390000001,49.176849,59151887,2.8565522609375735
Break and Enter - Business,10300 152ND ST,1,2020,20-1806,-122.8003366,49.189509,59153717,3.7002353697946777
Break and Enter - Business,14300 104TH AVE,1,2020,20-2212,-122.8258725,49.191472499999996,59151944,1.785465307137067
Break and Enter - Business,15200 101ST AVE,1,2020,20-4860,-122.80140290000001,49.1856624,59151862,1.7960252858084582
Break and Enter - Business,8900 152ND ST,1,2020,20-4982,-122.80083359999999,49.1646724,59153424,1.911310208017873
Break and Enter - Business,14800 108A AVE,1,2020,20-8482,-122.8124997,49.1998921,59151903,2.4512187583482246
Break and Enter - Business,14300 104TH AVE,1,2020,20-8941,-122.8258725,49.191472499999996,59151944,1.785465307137067
Break and Enter - Business,14900 102A AVE,1,2020,20-8989,-122.85124979999999,49.1886388,59152203,1.352623014910953
Break and Enter - Business,15300 104TH AVE,1,2020,20-9352,-122.797932,49.1911686,59153717,1.3689355515310786
Break and Enter - Business,10600 140TH ST,1,2020,20-9569,-122.8341186,49.1951639,59151934,0.5778646621415126
Break and Enter - Business,14500 116A AVE,1,2020,20-9890,-122.820307,49.2142357,59151911,5.255938223059083
Break and Enter - Business,14800 104TH AVE,1,2020,20-12042,-122.81243319999999,49.1914609,59153361,1.677485267946739
Break and Enter - Business,14900 104TH AVE,1,2020,20-13816,-122.8092,49.1915,59151866,1.5066618294007166
Break and Enter - Business,10300 152ND ST,1,2020,20-14999,-122.8003366,49.189509,59153717,3.7002353697946777
Break and Enter - Residence,15800 112TH AVE,1,2020,20-2017,-122.784355,49.206083,59151898,2.985842956993144
Break and Enter - Residence,14800 101A AVE,1,2020,20-2933,-122.8128205,49.1867029,59153557,1.6143983908417852
Break and Enter - Residence,15400 82ND AVE,1,2020,20-4679,-122.79573799999999,49.1519,59152014,2.3315778342151714
Break and Enter - Residence,14800 103A AVE,1,2020,20-5133,-122.81222269999999,49.1906032,59153361,2.4091270705839056
Break and Enter - Residence,8600 156TH ST,1,2020,20-6660,-122.79014280000001,49.159152500000005,59152018,1.2716912509240677
Break and Enter - Residence,15800 99TH AVE,1,2020,20-7201,-122.7842554,49.1822784,59151885,1.6436417661933629
Break and Enter - Residence,15700 98TH AVE,1,2020,20-9048,-122.78711299999999,49.18063,59151886,1.6485151808314906
Break and Enter - Residence,14300 108TH AVE,1,2020,20-9525,-122.8258543,49.1985815,59151906,2.3583233750364463
Break and Enter - Residence,15000 88TH AVE,1,2020,20-9876,-122.80693799999999,49.162797,59152011,2.801009415164435
Break and Enter - Residence,9000 164TH ST,1,2020,20-10641,-122.7677213,49.166713,59152022,2.3060895078379935
Break and Enter - Residence,14800 100TH AVE,1,2020,20-16115,-122.81227720000001,49.1841227,59153557,1.973763849977661
Break and Enter - Residence,14900 104TH AVE,1,2020,20-16158,-122.8092,49.1915,59151866,1.5066618294007166
Break and Enter - Business,13100 80TH AVE,1,2020,20-1670,-122.85995990000002,49.1476748,59151972,5.281926785655554
Break and Enter - Business,13500 84TH AVE,1,2020,20-2270,-122.8485967,49.1552113,59151969,2.9479807058347887
Break and Enter - Business,7800 132ND ST,1,2020,20-2865,-122.85678190000002,49.1445649,59152245,2.1538286677995306
Break and Enter - Business,7400 140TH ST,1,2020,20-3789,-122.83446570000001,49.1372641,59152043,2.111540408623706
Break and Enter - Business,7400 135TH ST,1,2020,20-3840,-122.8480601,49.1368575,59151975,4.578785246093643
Break and Enter - Business,6000 156TH ST,1,2020,20-4502,-122.7893209,49.1114593,59152300,5.21257388929028
Break and Enter - Business,8100 128TH ST,1,2020,20-6460,-122.8679757,49.149947600000004,59152241,7.154449371520184
Break and Enter - Business,12800 85TH AVE,1,2020,20-6596,-122.79927409999999,49.157208600000004,59152013,0.7105841014769034
Break and Enter - Business,7500 132ND ST,1,2020,20-6759,-122.85624569999999,49.1391968,59152240,3.649866619793776
Break and Enter - Business,13000 76TH AVE,1,2020,20-7067,-122.86183009999999,49.140978999999994,59152240,2.09384671917418
Break and Enter - Business,13700 72ND AVE,1,2020,20-7125,-122.84278470000001,49.133528399999996,59152254,3.129382139990873
Break and Enter - Business,8000 128TH ST,1,2020,20-7972,-122.867906,49.148219899999994,59152241,5.334348028422243
Break and Enter - Business,8100 120A ST,1,2020,20-8043,-122.8881419,49.1489829,59152106,1.2970762918661185
Break and Enter - Business,8000 120A ST,1,2020,20-10446,-122.8881348,49.148651799999996,59152106,1.613430007524474
Break and Enter - Business,15100 56TH AVE,1,2020,20-10943,-122.80611940000001,49.1042022,59153507,2.549221932829308
Break and Enter - Business,13500 72ND AVE,1,2020,20-13123,-122.8483889,49.13353370000001,59152248,1.851003357334823
Break and Enter - Business,14700 64TH AVE,1,2020,20-13296,-122.81503810000001,49.1186419,59153738,6.257699393603154
Break and Enter - Business,6300 KING GEORGE BLVD,1,2020,20-13755,-122.84532140000002,49.117201,59152060,1.5230147159183307
Break and Enter - Business,8100 128TH ST,1,2020,20-14305,-122.8679757,49.149947600000004,59152241,7.154449371520184
Break and Enter - Business,14700 64TH AVE,1,2020,20-14439,-122.81503810000001,49.1186419,59153738,6.257699393603154
Break and Enter - Business,12800 72ND AVE,1,2020,20-14727,-122.8673112,49.1337745,59152243,1.505282823826277
Break and Enter - Business,13400 71ST AVE,1,2020,20-15333,-122.7016607,49.131966399999996,59153730,1.3741519526594508
Break and Enter - Business,8600 KING GEORGE BLVD,1,2020,20-15472,-122.845846,49.1596693,59151965,3.937924691628819
Break and Enter - Business,7100 HALL RD,1,2020,20-15971,-122.8470118,49.1323536,59152248,1.2493889828441163
Break and Enter - Business,12000 80TH AVE,1,2020,20-1190,-122.8896462,49.1485343,59152106,2.4053332372273606
Break and Enter - Residence,13300 70B AVE,1,2020,20-1293,-122.85372590000001,49.131165700000004,59152247,1.3603181016070276
Break and Enter - Residence,6200 130B ST,1,2020,20-1475,-122.86013870000001,49.1150229,59152066,1.533709337515806
Break and Enter - Residence,7000 141ST ST,1,2020,20-3293,-122.8313097,49.130164799999996,59152047,1.1439126921556924
Break and Enter - Residence,14900 61A AVE,1,2020,20-3362,-122.80917269999999,49.114932,59153900,1.2379026285382357
Break and Enter - Residence,14800 72ND AVE,1,2020,20-3398,-122.81215900000001,49.1337,59153521,4.238509253481843
Break and Enter - Residence,13600 76TH AVE,1,2020,20-9353,-122.84841200000001,49.140869,59151975,4.718020274951157
Break and Enter - Residence,12300 57A AVE,1,2020,20-9460,-122.73651629999999,49.106886100000004,59152319,3.2619166110902493
Break and Enter - Residence,13400 78A AVE,1,2020,20-9677,-122.851258,49.1454126,59151972,1.807275675672591
Break and Enter - Residence,7500 143RD ST,1,2020,20-11686,-122.82708459999999,49.1395761,59152042,1.3117435642974398
Break and Enter - Residence,6200 134TH ST,1,2020,20-12021,-122.8508075,49.1155624,59152061,2.2896269077655593
Break and Enter - Residence,14800 57A AVE,1,2020,20-15805,-122.8123122,49.1070765,59153506,2.311730703624274
Break and Enter - Residence,7000 150TH ST,1,2020,20-16582,-122.8065977,49.130077500000006,59153735,0.5946448566879473
Break and Enter - Residence,5900 131A ST,1,2020,20-16882,-122.857592,49.109819099999996,59152064,1.774569486743419
Break and Enter - Business,5500 192ND ST,1,2020,20-133,-122.6911716,49.1026343,59152339,5.734734421403521
Break and Enter - Business,18500 96TH AVE,1,2020,20-2633,-122.70892520000001,49.1769971,59153723,10.264574977221809
Break and Enter - Business,19400 96TH AVE,1,2020,20-3154,-122.6848926,49.176804700000005,59153723,17.28796123187709
Break and Enter - Business,19400 54TH AVE,1,2020,20-3169,-122.68609509999999,49.1003105,59152340,9.860861487542477
Break and Enter - Business,17600 96TH AVE,1,2020,20-3339,-122.7340982,49.1766744,59153722,5.654175256218016
Break and Enter - Business,17700 57TH AVE,1,2020,20-6047,-122.7319607,49.1057425,59152319,1.4061036162835168
Break and Enter - Business,19000 54TH AVE,1,2020,20-6369,-122.69613249999999,49.10026729999999,59152340,4.683326989686434
Break and Enter - Business,9400 189TH ST,1,2020,20-6463,-122.6983626,49.174029700000006,59153723,7.956779480536338
Break and Enter - Business,19000 54TH AVE,1,2020,20-7472,-122.69613249999999,49.10026729999999,59152340,4.683326989686434
Break and Enter - Business,5900 177B ST,1,2020,20-8605,-122.7303116,49.1095958,59152320,1.4089025624213896
Break and Enter - Business,19500 LANGLEY BPS,1,2020,20-9835,-122.68254979999999,49.1079033,59152335,5.9395803618712355
Break and Enter - Business,17700 58A AVE,1,2020,20-10002,-122.7322807,49.1086953,59152320,1.5671330929093599
Break and Enter - Business,6400 168TH ST,1,2020,20-10939,-122.75649879999999,49.118998600000005,59153742,3.2090709316129487
Break and Enter - Business,17500 55B AVE,1,2020,20-11028,-122.7371193,49.103158799999996,59152319,5.654873596962571
Break and Enter - Business,17600 JAMES HILL DR,1,2020,20-13061,-122.8490125,49.1913466,59152201,3.5352285001132295
Break and Enter - Business,5800 177B ST,1,2020,20-15250,-122.72998009999999,49.1078406,59152319,1.7627960103424374
Break and Enter - Business,60500 176TH ST,1,2020,20-15266,-122.7350746,49.0918921,59152322,15.191630477726518
Break and Enter - Business,17700 58A AVE,1,2020,20-15277,-122.7322807,49.1086953,59152320,1.5671330929093599
Break and Enter - Business,9700 186TH ST,1,2020,20-15834,-122.7077007,49.1787237,59153723,11.914577098981004
Break and Enter - Business,5900 176A ST,1,2020,20-16117,-122.73335209999999,49.109557099999996,59152320,1.0998756995540016
Break and Enter - Residence,18300 60TH AVE,1,2020,20-2187,-122.71545159999998,49.1111398,59152325,2.8241493459260574
Break and Enter - Residence,7000 193RD ST,1,2020,20-2826,-122.6879881,49.130123299999994,59154021,2.825852308780257
Break and Enter - Residence,19300 63A AVE,1,2020,20-4392,-122.6879051,49.1181797,59152334,1.6758748753627088
Break and Enter - Residence,6400 172ND ST,1,2020,20-4640,-122.7460195,49.118784999999995,59152309,3.571479533535868
Break and Enter - Residence,19200 71ST AVE,1,2020,20-6753,-122.6962242,49.1320719,59153729,2.2757665048626405
Break and Enter - Residence,18900 69A AVE,1,2020,20-8551,-122.69841329999998,49.1292325,59153729,1.2962058455025032
Break and Enter - Residence,17300 64TH AVE,1,2020,20-8699,-122.74295819999999,49.1186169,59152309,2.6332341064478726
Break and Enter - Residence,6100 168TH ST,1,2020,20-8982,-122.75655149999999,49.113276899999995,59153743,1.8899291342258009
Break and Enter - Residence,16700 63B AVE,1,2020,20-10407,-122.75988819999999,49.1178559,59153742,0.4546077390338474
Break and Enter - Residence,9800 LYNCEAN DR,1,2020,20-11454,-122.7257478,49.1815062,59153721,5.295713827848877
Break and Enter - Residence,17700 57TH AVE,1,2020,20-14802,-122.7319607,49.1057425,59152319,1.4061036162835168
Break and Enter - Residence,17400 61B AVE,1,2020,20-15143,-122.7383415,49.114438899999996,59152307,2.1729084401969723
Break and Enter - Residence,5900 176A ST,1,2020,20-15320,-122.73335209999999,49.109557099999996,59152320,1.0998756995540016
Break and Enter - Residence,19300 62A AVE,1,2020,20-15756,-122.7969736,49.11668,59152300,3.118362157923544
Break and Enter - Residence,19400 63A AVE,1,2020,20-16958,-122.68559170000002,49.1179244,59152334,0.09694742944700012
Break and Enter - Business,15300 31ST AVE,1,2020,20-1186,-122.79465630000001,49.058269700000004,59154010,4.179128659746485
Break and Enter - Business,15300 20TH AVE,1,2020,20-2798,-122.79835770000001,49.0380351,59152656,0.9657439616639331
Break and Enter - Business,STAYTE RD / MARINE DR,1,2020,20-7492,-122.7792703,49.0165968,59152581,1.9364332691341253
Break and Enter - Business,15900 26TH AVE,1,2020,20-8069,-122.78210829999999,49.048487200000004,59154024,5.589390744150531
Break and Enter - Business,3400 191ST ST,1,2020,20-9875,-122.6936472,49.0644948,59152572,13.941994589418956
Break and Enter - Business,3500 190TH ST,1,2020,20-9898,-122.69697520000001,49.0658441,59152572,15.77372438485672
Break and Enter - Business,2600 156TH ST,1,2020,20-12637,-122.78989299999999,49.048609899999995,59152653,2.0105967287767137
Break and Enter - Business,3000 192ND ST,1,2020,20-12837,-122.690729,49.0565347,59152572,5.196271794855653
Break and Enter - Business,2400 161A ST,1,2020,20-13148,-122.77521709999999,49.0463375,59154024,2.7058438501689213
Break and Enter - Business,14600 16TH AVE,1,2020,20-13751,-122.81745690000001,49.0311682,59152599,1.1685090104364135
Break and Enter - Business,1900 152ND ST,1,2020,20-14824,-122.8011176,49.0365715,59152657,1.3890634895414522
Break and Enter - Business,15300 31ST AVE,1,2020,20-15369,-122.79465630000001,49.058269700000004,59154010,4.179128659746485
Break and Enter - Business,3700 190TH ST,1,2020,20-15881,-122.69698020000001,49.0693105,59152572,19.55735733726194
Break and Enter - Residence,16700 24TH AVE,1,2020,20-742,-122.75977160000001,49.0456423,59152681,3.8038482990731857
Break and Enter - Residence,17300 26TH AVE,1,2020,20-1849,-122.7437713,49.0492276,59152684,1.9648609007303284
Break and Enter - Residence,15700 WILLS BROOK WAY,1,2020,20-2825,-122.78757150000001,49.05484310000001,59153565,1.1002480348661898
Break and Enter - Residence,16300 23A AVE,1,2020,20-3737,-122.767599,49.0447229,59152681,3.6519091327609123
Break and Enter - Residence,13900 32ND AVE,1,2020,20-5307,-122.837483,49.060255,59152644,2.483153349146795
Break and Enter - Residence,1600 140TH ST,1,2020,20-5460,-122.83436299999998,49.031250299999996,59152606,2.9165035728448614
Break and Enter - Residence,1800 145TH ST,1,2020,20-5781,-122.82007209999999,49.0348225,59152600,0.9007128951315595
Break and Enter - Residence,1800 AMBLE GREENE BLVD,1,2020,20-6058,-122.85400729999999,49.034687,59152611,0.7641953603552484
Break and Enter - Residence,2600 144TH ST,1,2020,20-6845,-122.8232739,49.0492068,59152648,4.487736773243537
Break and Enter - Residence,14800 17TH AVE,1,2020,20-7069,-122.8113237,49.0327407,59152660,1.9263574517867321
Break and Enter - Residence,15000 20TH AVE,1,2020,20-7628,-122.80670259999998,49.0383921,59152658,2.1660144866093063
Break and Enter - Residence,3600 DEVONSHIRE DR,1,2020,20-7974,-122.78512340000002,49.0675626,59154009,2.2426995725535366
Break and Enter - Residence,14200 20TH AVE,1,2020,20-8478,-122.829361,49.038444399999996,59152601,3.241421059337993
Break and Enter - Residence,14000 27A AVE,1,2020,20-8574,-122.80668840000001,49.0518443,59152651,3.8813360206534266
Break and Enter - Residence,3500 194TH ST,1,2020,20-8739,-122.68514750000001,49.0655029,59152572,15.92272555646604
Break and Enter - Residence,15900 26TH AVE,1,2020,20-9122,-122.78210829999999,49.048487200000004,59154024,5.589390744150531
Break and Enter - Residence,3500 194TH ST,1,2020,20-10468,-122.68514750000001,49.0655029,59152572,15.92272555646604
Break and Enter - Residence,17100 0A AVE,1,2020,20-11092,-122.7469803,49.00300120000001,59152577,4.366877892434474
Break and Enter - Residence,15500 ROSEMARY HEIGHTS CRES,1,2020,20-10662,-122.79267620000002,49.0612943,59154010,0.8773075865767928
Break and Enter - Residence,14300 26TH AVE,1,2020,20-11488,-122.82607879999999,49.0490231,59152648,2.656893473739593
Break and Enter - Residence,1800 128A ST,1,2020,20-11772,-122.8658355,49.035428700000004,59152614,2.288260943045541
Break and Enter - Residence,16300 23A AVE,1,2020,20-11991,-122.767599,49.0447229,59152681,3.6519091327609123
Break and Enter - Residence,13300 26TH AVE,1,2020,20-12033,-122.85373270000001,49.049157799999996,59152641,6.2006777494387535
Break and Enter - Residence,16000 16TH AVE,1,2020,20-12317,-122.77924099999998,49.0310255,59152670,2.7565437271441295
Break and Enter - Residence,2600 141ST ST,1,2020,20-13356,-122.8316695,49.0493299,59152648,2.031057142097022
Break and Enter - Residence,2200 133A ST,1,2020,20-13692,-122.8527892,49.153141600000005,59151968,2.0169771754190764
Break and Enter - Residence,13100 CRESCENT RD,1,2020,20-13782,-122.85912739999999,49.0559987,59152642,4.304482934448782
Break and Enter - Residence,1700 142ND ST,1,2020,20-13938,-122.82764909999999,49.0332782,59152604,0.5748005370366882
Break and Enter - Residence,1900 169TH ST,1,2020,20-14175,-122.75407390000001,49.0360253,59152682,5.026863680435495
Break and Enter - Residence,17400 16TH AVE,1,2020,20-15012,-122.74026909999999,49.0309381,59152576,2.790179652852517
Break and Enter - Residence,17500 20TH AVE,1,2020,20-15329,-122.73793859999999,49.038072799999995,59152576,5.333515400462053
Break and Enter - Residence,14100 25A AVE,1,2020,20-16182,-122.8314972,49.0481701,59152648,2.8122211236054633
Break and Enter - Residence,16900 23RD AVE,1,2020,20-17617,-122.75415290000001,49.0439321,59152682,4.71371635683389
Break and Enter - Residence,2500 141ST ST,1,2020,20-18691,-122.83112859999999,49.047495700000006,59152648,3.3278094542746075
Theft from Motor Vehicle,12800 92A AVE,1,2020,20-8155,-122.86752290000001,49.170612899999995,59152214,2.5822137961297287
Theft from Motor Vehicle,13700 105A AVE,1,2020,20-10394,-122.8424156,49.1944309,59151933,2.4600737691376113
Theft from Motor Vehicle,10300 SCOTT RD,1,2020,20-14811,-122.88969650000001,49.1899333,59152188,3.0534342309440157
Theft from Motor Vehicle,15500 96B AVE,1,2020,20-1996,-122.7926138,49.1775856,59151854,1.18638035847033
Theft from Motor Vehicle,10700 142A ST,1,2020,20-7996,-122.8272604,49.1970823,59151935,1.4568183330821225
Theft from Motor Vehicle,10700 GUILDFORD DR,1,2020,20-10118,-122.8000125,49.1968941,59153532,1.5313635681986033
Theft of Motor Vehicle,10000 122ND ST,1,2020,20-504,-122.88373529999998,49.1846187,59152190,0.6980012286344277
Theft of Motor Vehicle,112TH AVE / 124TH ST,1,2020,20-3430,-122.87866559999999,49.2063735,59152964,3.2274815239776293
Theft of Motor Vehicle,13000 92ND AVE,1,2020,20-3725,-122.86018909999999,49.1696066,59152212,1.9195340430990462
Theft of Motor Vehicle,13000 95TH AVE,1,2020,20-4885,-122.86134979999999,49.175531400000004,59152213,1.1619317871450658
Theft of Motor Vehicle,8800 LAUDER DR,1,2020,20-7017,-122.8413801,49.1633806,59151959,0.8674152590315728
Theft of Motor Vehicle,13300 105TH AVE,1,2020,20-7625,-122.85342390000001,49.19296129999999,59153386,1.0191628569839046
Theft of Motor Vehicle,12500 110TH AVE,1,2020,20-8038,-122.87593580000001,49.2026455,59152187,3.3770306795869702
Theft of Motor Vehicle,9400 KING GEORGE BLVD,1,2020,20-8065,-122.8458645,49.1736894,59152209,2.143656659099092
Theft of Motor Vehicle,10600 138TH ST,1,2020,20-12292,-122.8393635,49.195223399999996,59151933,1.0753472269608615
Theft of Motor Vehicle,13700 96TH AVE,1,2020,20-12697,-122.8433592,49.1764917,59151952,3.684743695856434
Theft of Motor Vehicle,122ND ST / 95TH AVE,1,2020,20-13260,-122.884656,49.175427,59152176,1.538118529361999
Theft of Motor Vehicle,10100 KING GEORGE BLVD,1,2020,20-15416,-122.84510700000001,49.186183,59151948,2.028812418872083
Theft of Motor Vehicle,12300 91ST AVE,1,2020,20-15893,-122.88036159999999,49.1687408,59152174,2.4411789889231836
Theft of Motor Vehicle,12500 116TH AVE,1,2020,20-7639,-122.87572790000002,49.212561,59152964,4.592264927127544
Theft of Motor Vehicle,12500 113B AVE,1,2020,20-8997,-122.87573229999998,49.2087018,59152964,0.33148029850810307
Theft of Motor Vehicle,13400 KING GEORGE BLVD,1,2020,20-1247,-122.85104070000001,49.202303,59151921,1.3072420144558057
Theft of Motor Vehicle,13800 100TH AVE,1,2020,20-1927,-122.83955209999999,49.184211600000005,59153535,1.4398795904665125
Theft of Motor Vehicle,9600 137TH ST,1,2020,20-2905,-122.84250300000001,49.136939700000006,59152254,1.6953756331878407
Theft of Motor Vehicle,10600 WHALLEY BLVD,1,2020,20-3056,-122.84209550000001,49.195243,59151932,2.003642063907024
Theft of Motor Vehicle,140TH ST / 104TH AVE,1,2020,20-3336,-122.8341455,49.191431,59152204,2.2199186602469982
Theft of Motor Vehicle,11100 135A ST,1,2020,20-3507,-122.8464896,49.2044117,59151919,1.5352738057888395
Theft of Motor Vehicle,12600 90A AVE,1,2020,20-3750,-122.8736341,49.1673451,59152234,1.7575067479622182
Theft of Motor Vehicle,12600 112A AVE,1,2020,20-5125,-122.8730477,49.2070199,59152964,2.3945599170060863
Theft of Motor Vehicle,13000 96TH AVE,1,2020,20-5217,-122.862445,49.177085999999996,59152229,2.3219286654744153
Theft of Motor Vehicle,10200 CITY PKWY,1,2020,20-5248,-122.8477133,49.1885524,59152203,3.6508640245507697
Theft of Motor Vehicle,12500 110TH AVE,1,2020,20-5391,-122.87593580000001,49.2026455,59152187,3.3770306795869702
Theft of Motor Vehicle,9100 138A ST,1,2020,20-5444,-122.83834809999999,49.1492096,59151980,2.7910931164021884
Theft of Motor Vehicle,13000 112TH AVE,1,2020,20-6588,-122.86190649999999,49.2064208,59151923,1.9256827857319134
